@relation weka.kuku

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute class {2,5,6,7,8,12,16,35,39}

@data
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,3.67362326559e-74,2.0122598782e-188,1.0,1.32850747152e-05,1.0,8.52505140121e-124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,5.27256409915e-51,7.12457640674e-218,1.0,8.8664287641e-31,1.0,8.02377121586e-167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.61485084574e-144,1.0,1.0,1.0,7.12457640674e-218,1.0,7.20105098126e-76,7.12457640674e-218,1.0,9.67896026022e-198,1.0,1.32161424168e-95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.66237974581e-56,1.0,39
1.0,1.0,7.12457640674e-218,7.44311886306e-103,1.0,1.0,7.12457640674e-218,0.999999970107,7.12457640674e-218,1.45299326245e-24,1.0,3.27488910268e-102,1.0,4.70773393937e-214,1.0,4.28522744409e-20,7.12457640674e-218,1.0,7.12457640674e-218,1.71357371163e-69,1.0,1.0,3.97060705029e-161,1.0,1.0,1.0,1.0,1.0,7.07631461804e-12,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.71698716283e-109,7.12457640674e-218,1.0,1.0,1.0,1.0,3.27417771965e-163,1.0,1.99169484246e-122,1.49811558269e-75,1.0,7.12457640674e-218,7.12457640674e-218,6.17836990959e-200,1.0,6.91214596501e-84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.96010988105e-108,7.12457640674e-218,0.99990093492,1.0,1.0,1.0,1.50245667381e-155,1.0,1.60039527582e-116,1.62124560481e-110,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,8.20345979529e-93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,2.10743194634e-83,7.12457640674e-218,1.0,1.0,1.0,1.0,7.01172241143e-99,1.0,2.30647049217e-95,1.40150227642e-112,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.63756850063e-64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.07997136836e-88,7.12457640674e-218,1.0,1.0,1.0,1.0,4.761843504e-128,1.0,1.89990105265e-119,3.99143883432e-127,1.0,7.12457640674e-218,7.12457640674e-218,1.17545803064e-199,1.0,2.03616778849e-36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.74354702872e-180,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.77090963946e-32,1.0,6.33005046626e-127,3.35925714067e-146,7.12457640674e-218,1.0,6.82648599886e-82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,3.29123170719e-149,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,2.17297712803e-92,1.0,7.12457640674e-218,4.2332103487e-53,7.12457640674e-218,1.0,2.63875606337e-102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,3.08525750553e-189,1.0,1.0,7.12457640674e-218,1.41083238399e-214,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,0.999197785358,5.58408538325e-86,1.0,7.12457640674e-218,8.79876069913e-105,7.12457640674e-218,1.0,1.35243907286e-97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,1.91634341187e-189,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,3.58450409005e-58,1.0,7.12457640674e-218,2.7895765302e-96,7.12457640674e-218,1.0,9.24297770819e-96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,3.83446040436e-134,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.65465274224e-33,8.29988250904e-84,1.0,1.11521492557e-115,8.90460235987e-102,7.12457640674e-218,1.0,3.97579503376e-33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.01772617096e-97,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,2.80491032427e-54,3.26095670061e-76,1.0,1.99144551623e-101,6.91291411592e-122,7.12457640674e-218,1.0,0.283951478565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,4.04345791766e-119,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,8.26185120142e-06,1.64463600514e-95,1.0,5.42755434578e-152,1.92051081975e-85,1.82468301407e-160,1.0,3.52823751856e-41,1.0,1.0,1.0,1.0,1.0,1.82646646675e-25,1.0,39
1.0,1.0,7.12457640674e-218,5.05702087905e-179,1.0,1.0,7.12457640674e-218,1.55952289714e-81,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,3.95265640189e-74,1.0,7.12457640674e-218,3.99359023038e-90,5.71173616209e-22,1.0,2.25734809618e-30,1.0,1.75788006745e-31,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,5.7241570733e-192,1.0,1.0,7.12457640674e-218,1.02676145435e-150,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,3.99788243704e-49,9.50768600576e-84,1.0,7.12457640674e-218,4.83733510313e-149,9.68502814697e-114,1.0,8.30992891406e-119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.38794776816e-180,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,6.61129147437e-53,2.87090787592e-135,1.0,7.12457640674e-218,1.05894444396e-185,3.01817208096e-138,1.0,4.10203235407e-62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,4.6487805699e-166,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,2.07230692558e-96,1.0,1.0,1.0,7.12457640674e-218,1.0,3.75847921907e-123,7.12457640674e-218,1.0,6.19217503222e-72,1.0,2.10105781691e-148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,1.92489734978e-164,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.57180993039e-49,1.0,1.0,1.0,7.12457640674e-218,1.0,1.30566294532e-87,7.12457640674e-218,1.0,1.17110963194e-36,1.4777934414e-26,3.26286430273e-161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39
1.0,1.0,7.12457640674e-218,4.97991478233e-30,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.87606544841e-42,7.12457640674e-218,1.0,4.51204402086e-32,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.29275930455e-148,1.0,1.0,6.30890085789e-30,1.0,1.0,1.0,1.0,0.999999999999,1.0,39
1.0,1.0,8.85207694538e-213,3.91853711151e-132,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.76046295761e-207,1.0,1.0,1.30389803052e-48,7.12457640674e-218,1.0,2.59400959477e-106,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.51444961113e-185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.65120225897e-29,1.0,39
1.0,1.0,1.32024922521e-214,1.05978746315e-140,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,3.98397987325e-32,7.12457640674e-218,1.0,1.12018159711e-140,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.17180569326e-155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.34746596495e-28,1.0,39
1.0,1.0,7.12457640674e-218,1.41705139276e-161,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,2.48526614756e-200,1.0,1.0,6.44252352011e-44,7.12457640674e-218,1.0,4.5001890797e-60,7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.21487396645e-135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999995527,1.0,39
