@relation weka.kuku

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute class {2,5,6,7,8,12,16,35,39}

@data
7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.08797403189e-172,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.26132032662e-136,1.0,1.0,7.12457640674e-218,1.77763205919e-201,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.15063835831e-194,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,0.999467260034,1.0,1.54562507581e-195,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,2.44041475611e-27,1.0,7.12457640674e-218,2.40410312946e-129,1.0,9.72867059962e-75,1.5236307053e-187,2.03977252226e-134,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,4.27360235122e-203,1.0,7.12457640674e-218,1.0,1.0,1.0,2.62285511027e-34,8
7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.67265903248e-159,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.76153409005e-06,7.12457640674e-218,9.12779338372e-32,8.87626982168e-76,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,0.99999998052,1.0,2.98133161417e-44,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,4.04383996664e-155,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,9.70211241922e-69,1.0,2.40729914791e-53,2.158861159e-37,7.12457640674e-218,1.0,1.0,1.0,3.94718979228e-191,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.60611279672e-70,1.0,1.0,7.12457640674e-218,5.39605247462e-54,1.0,1.0,1.0,1.0,1.0,3.82113580215e-173,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,8
7.12457640674e-218,1.0,1.75638135137e-129,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.58788438239e-25,1.0,1.15171275737e-84,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,2.93715902224e-118,1.0,1.0,6.68988953643e-195,1.0,7.12457640674e-218,1.0,4.73863668848e-71,1.0,1.0,1.0,1.0,9.20463427683e-74,4.32721477651e-17,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,2.91730368648e-159,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.37321615885e-180,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,12
7.12457640674e-218,1.0,1.12646543432e-135,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,5.31037575927e-143,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,6.58916049129e-58,8.04321167909e-215,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,6.52113658725e-149,1.0,7.12457640674e-218,1.0,1.53688197441e-06,1.0,1.0,1.0,1.0,0.00103654630666,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,12
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,3.52194183153e-86,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.19492621495e-19,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,2.78173615739e-213,1.0,7.12457640674e-218,1.0,3.23939752801e-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,12
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.71474039808e-110,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.92157905541e-22,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.11902673449e-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,12
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,9.46065122579e-164,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,6.73182439589e-166,1.0,7.12457640674e-218,1.0,3.32599874753e-27,1.0,1.0,1.0,1.0,1.0,5.85162508605e-25,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,5.8939680933e-199,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,12
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.46395810234e-196,7.12457640674e-218,1.0,1.28914721985e-177,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.03967751207e-17,1.0,1.0,1.0,1.0,1.75956444233e-99,1.93989380047e-128,1.0,7.12457640674e-218,1.78142707007e-178,1.0,1.0,4.53027221699e-176,1.64799066021e-68,1.0,1.0,1.0,1.0,2.18948824332e-06,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,6.8676430767e-59,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,16
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,3.18017412873e-88,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,6.43046536217e-140,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15055538801e-165,1.0,7.12457640674e-218,9.20357347849e-144,1.0,1.0,4.3304682787e-200,1.0145403609e-78,1.0,1.0,1.0,1.0,6.96667137287e-05,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,0.99999974425,4.21591158613e-167,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,16
7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.62212124419e-216,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.18300939815e-138,7.12457640674e-218,2.519711942e-48,1.0,1.0,9.49114274402e-132,7.12457640674e-218,3.33464697288e-58,7.12457640674e-218,1.0,1.65658699739e-215,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,2.29242997407e-182,1.0,1.0,7.12457640674e-218,1.72382120601e-198,1.97983610731e-62,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.38091732921e-206,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,16
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.88566352342e-127,7.12457640674e-218,6.37732741414e-62,1.0,1.0,9.6667914072e-115,7.12457640674e-218,0.999999991824,7.12457640674e-218,1.0,4.77303667657e-209,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.39139828722e-152,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.53516975873e-194,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,3.42257996002e-123,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,16
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.09704386015e-69,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,9.01312556444e-103,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,5.43339874073e-193,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,3.81092552472e-14,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,2.77161950069e-10,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.06004866555e-109,1.0,1.0,1.0,1.0,0.907723641951,1.89469671836e-153,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.02743385792e-26,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,3.29879895282e-69,1.74935264488e-147,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,16
7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.1995819412e-72,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.21584121618e-84,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,8.65771548973e-60,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,4.47367034194e-23,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.50592062785e-39,1.0,1.0,1.0,1.0,0.999999999997,1.37516859579e-155,1.0,7.12457640674e-218,2.51481613156e-184,1.0,1.0,7.12457640674e-218,6.80389252514e-09,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.20485011585e-33,1.80699306426e-161,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.999982403229,16
7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.04618134619e-185,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.60823719522e-39,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.024420513e-216,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,2.14783624859e-80,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.999999999999,1.0,1.0,1.0,1.0,6.32321325587e-22,1.14307067575e-146,1.0,7.12457640674e-218,1.33856202148e-183,1.0,1.0,7.12457640674e-218,5.38242428995e-28,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.16892267892e-61,1.33880642925e-131,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,16
