@relation weka.kuku

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute a100 numeric
@attribute a101 numeric
@attribute a102 numeric
@attribute a103 numeric
@attribute a104 numeric
@attribute a105 numeric
@attribute a106 numeric
@attribute a107 numeric
@attribute a108 numeric
@attribute a109 numeric
@attribute a110 numeric
@attribute a111 numeric
@attribute a112 numeric
@attribute a113 numeric
@attribute a114 numeric
@attribute a115 numeric
@attribute a116 numeric
@attribute a117 numeric
@attribute a118 numeric
@attribute a119 numeric
@attribute a120 numeric
@attribute a121 numeric
@attribute a122 numeric
@attribute a123 numeric
@attribute a124 numeric
@attribute a125 numeric
@attribute a126 numeric
@attribute a127 numeric
@attribute a128 numeric
@attribute a129 numeric
@attribute a130 numeric
@attribute a131 numeric
@attribute a132 numeric
@attribute a133 numeric
@attribute a134 numeric
@attribute a135 numeric
@attribute a136 numeric
@attribute a137 numeric
@attribute a138 numeric
@attribute a139 numeric
@attribute a140 numeric
@attribute a141 numeric
@attribute a142 numeric
@attribute a143 numeric
@attribute a144 numeric
@attribute a145 numeric
@attribute a146 numeric
@attribute a147 numeric
@attribute a148 numeric
@attribute a149 numeric
@attribute class {2,5,6,7,8,12,16,35,39}

@data
7.12457640674e-218,1.0,4.92547535994e-199,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,6.07308225349e-91,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.46898521937e-141,1.0,7.12457640674e-218,1.0,1.0,3.46815510861e-140,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,2.56077498444e-51,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.19792339038e-22,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,4.6717143562e-46,2.33602471619e-75,1.0,3.15034063179e-135,7.12457640674e-218,9.10739567571e-72,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.96056155979e-119,1.73456589342e-55,7.2222945252e-91,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.11023428173e-72,7.12457640674e-218,8.81782970277e-107,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,6.8477817817e-97,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.44190160497e-09,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,3.99173207707e-65,1.07187077131e-160,1.0,1.0,7.12457640674e-218,6.77448895297e-86,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.7847527069e-56,1.0,3.25840764335e-80,7.12457640674e-218,7.12457640674e-218,1.31937015732e-25,2.31628365247e-94,5.31963637069e-128,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,4.49314318365e-101,1.0,5.05549337411e-31,1.0,2.42319763323e-91,5.48320419594e-142,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.18737594174e-164,7.12457640674e-218,1.0,1.0,1.0,3.03942420991e-43,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,3.96365251485e-103,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.41074091069e-50,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,5.77636260394e-134,1.0,4.0278472604e-215,7.12457640674e-218,2.11951139764e-159,4.23163036749e-103,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,4.10326460474e-213,1.0,1.0,7.12457640674e-218,1.0,1.0,4.1254958294e-185,2.00419323122e-142,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.84859965402e-73,7.12457640674e-218,1.0,1.0,1.61605271811e-165,1.0,3.60344081649e-73,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,0.999999995921,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,2.08493590084e-107,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,3.5883575061e-62,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,9.38496767057e-16,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,2.03853272563e-48,1.0,1.0,1.0,7.12457640674e-218,1.0,7.33367944561e-156,1.0,1.0071033086e-118,1.5675756776e-50,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,6.14778842783e-126,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.15318369133e-50,7.12457640674e-218,7.12457640674e-218,1.0,1.0,39
1.0,1.0,3.48318434528e-163,1.0,1.0,7.12457640674e-218,7.12457640674e-218,6.90706267088e-18,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.25407893527e-154,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,9.99654450819e-143,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.73205592912e-87,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,6.65575546788e-141,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,2.74330610392e-175,7.12457640674e-218,7.12457640674e-218,1.96569387373e-64,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.08901499843e-211,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,2.34515383533e-203,1.0,7.12457640674e-218,8.74272935283e-112,1.0,7.12457640674e-218,6.07203659713e-96,1.0,1.0,7.12457640674e-218,1.20356198675e-86,7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.62270327216e-08,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.71541829971e-96,1.0,1.0,1.0,3.1526738561e-116,7.12457640674e-218,7.12457640674e-218,1.0,2.64280229129e-120,7.12457640674e-218,1.0,1.0,1.0,1.0,1.51973707007e-172,7.12457640674e-218,1.0,7.12457640674e-218,1.74709136513e-85,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.59719516372e-212,3.77528920391e-19,1.0,7.12457640674e-218,1.0,9.04270965477e-67,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,3.49916077758e-51,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,1.37781242738e-203,1.0,1.0,1.37032683729e-32,7.12457640674e-218,2.31554154693e-63,1.0,1.0,5.37820695669e-125,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.39815709878e-122,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.02521853337e-46,7.12457640674e-218,1.0,1.0,1.0,5.14741566795e-30,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,5.11293403273e-192,3.93463407606e-09,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.09606640309e-176,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,3.78488296469e-46,1.0,7.12457640674e-218,3.10235624381e-138,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.08656365433e-109,7.12457640674e-218,1.0,7.12457640674e-218,6.68791735879e-24,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,6.75538372e-101,7.12457640674e-218,1.0,7.12457640674e-218,2.13271315164e-216,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,4.36987219213e-129,1.0,1.0,7.12457640674e-218,1.0,9.73359529224e-174,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0300627191e-84,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,8.57539640405e-120,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,8.81847749803e-184,1.0,1.0,39
7.12457640674e-218,1.0,1.94666556063e-172,1.0,1.0,1.41411781425e-07,7.12457640674e-218,2.42989400029e-119,1.0,1.0,9.26597358587e-84,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,4.53516001069e-47,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.65619672618e-50,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.99100899769e-60,7.12457640674e-218,1.0,1.0,1.0,2.18728255835e-84,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,9.7956561066e-156,1.45051112976e-21,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.20860458761e-211,7.12457640674e-218,6.00961766708e-15,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,6.30552122889e-40,1.0,7.12457640674e-218,2.82157389085e-113,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,9.88020822573e-124,7.12457640674e-218,1.0,7.12457640674e-218,8.46899838117e-100,3.259901891e-19,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,2.47433203552e-49,7.12457640674e-218,1.0,7.12457640674e-218,2.79035259986e-180,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.74927550525e-174,1.0,1.0,7.12457640674e-218,1.0,3.51644336182e-213,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04437113449e-92,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,2.53871749057e-86,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,2.72684486744e-182,1.0,1.0,39
7.12457640674e-218,1.0,3.48865857408e-167,1.0,1.0,1.78422521026e-23,7.12457640674e-218,9.60875762227e-67,1.0,1.0,3.03670580951e-45,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,2.33460369784e-101,7.12457640674e-218,3.5325604749e-149,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,3.14748690025e-83,7.12457640674e-218,1.0,1.0,1.0,0.999999999898,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,3.55323583858e-120,1.05204205272e-12,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,3.27328197979e-116,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,0.999999999958,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.81301272951e-62,1.0,7.12457640674e-218,5.96786138534e-60,1.0,7.12457640674e-218,3.05860749218e-194,1.0,1.0,7.12457640674e-218,9.07818730941e-160,7.12457640674e-218,1.0,7.12457640674e-218,5.85779170885e-61,0.999999999835,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,4.7436007372e-136,7.12457640674e-218,1.0,7.12457640674e-218,8.56800481332e-192,1.0,1.0,7.12457640674e-218,6.31333739999e-12,1.0,1.0,7.12457640674e-218,8.37348537191e-158,1.0,1.0,7.12457640674e-218,1.0,8.17055448342e-151,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0034332986e-112,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,5.41583970308e-146,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.32492962081e-147,1.0,1.0,39
7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.06088974377e-126,6.02401757767e-32,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.01881129564e-163,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.09180807724e-33,1.0,1.0,7.12457640674e-218,2.34540645863e-145,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.999999988998,1.0,6.69837366343e-115,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,6.8669587879e-196,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.95769336011e-89,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,4.25373038702e-174,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.06190348902e-92,1.01856389562e-83,1.08787475676e-82,3.134007114e-107,1.0,1.0,7.12457640674e-218,5.24664915891e-125,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,3.58727137208e-209,7.12457640674e-218,1.0,1.0,4.28874131954e-43,1.0,2.9953069515e-177,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,4.15084412e-208,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,2.45574354519e-127,7.12457640674e-218,1.0,7.12457640674e-218,9.46436000577e-88,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.95718752032e-20,1.0,4.44163613878e-47,8.26123435144e-37,7.12457640674e-218,1.75811641065e-162,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.64360721181e-187,7.12457640674e-218,1.0,1.0,3.9218959541e-34,3.97912281869e-161,2.55560869028e-160,1.0,1.0,39
7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,4.03733988213e-73,2.16760048984e-143,2.98756599551e-113,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,5.37613105733e-124,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.76967797445e-50,1.0,1.0,7.12457640674e-218,2.3746001824e-162,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.08243901774e-155,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,4.64018187338e-181,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.7379168443e-82,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,4.61408559116e-89,1.0,1.0,1.0,3.36415352231e-215,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,2.16923209072e-152,6.68411951286e-99,2.86883494253e-49,4.80986207409e-119,1.0,1.0,7.12457640674e-218,5.80191132128e-108,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,6.94543760847e-146,7.12457640674e-218,1.0,1.0,3.65745320963e-27,1.0,1.00982634847e-175,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,9.69000719085e-210,1.0,1.15195154837e-83,7.12457640674e-218,1.0,7.12457640674e-218,1.14560178685e-166,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,8.62797738189e-18,1.0,5.54371441714e-53,9.66575827503e-64,5.54880317115e-188,6.37047105115e-148,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,3.65163835592e-138,1.0,7.12457640674e-218,1.4340936161e-105,7.12457640674e-218,1.0,1.0,1.0,5.67472503112e-130,7.72622511708e-96,1.0,1.0,39
5.54586035361e-173,1.0,7.12457640674e-218,1.0,1.0,7.64538943849e-111,7.12457640674e-218,1.3991235782e-76,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.7317076141e-175,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,6.55839225731e-89,1.0,1.48031817416e-188,1.00349645057e-25,1.0,1.0,7.12457640674e-218,5.66458724793e-206,7.12457640674e-218,1.0,2.49601047886e-19,1.0,3.51230131753e-58,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.92616392258e-211,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,3.07204370053e-28,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.56456710572e-151,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.3398485874e-119,7.12457640674e-218,3.03978391189e-57,1.0,7.12457640674e-218,1.0,3.8984591395e-38,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.23519176981e-170,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,2.92417247123e-203,7.12457640674e-218,1.0,1.0,1.0,5.40479882354e-216,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.56620175575e-99,1.46109581944e-53,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,5.63895128289e-147,6.25536352646e-102,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,3.1273059139e-16,1.0,1.0,7.12457640674e-218,5.10920343987e-20,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.08074822025e-51,1.0,3.08528329033e-53,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,2.30590301697e-123,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.61392110627e-64,2.17589035876e-196,5.38846110844e-84,5.46036595686e-133,1.0,1.0,7.12457640674e-218,3.90012626946e-214,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.93690749543e-36,7.12457640674e-218,1.0,1.0,1.0,1.0,4.0243028166e-14,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,8.93053544975e-127,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,6.07499606609e-10,7.12457640674e-218,1.0,1.86065686872e-149,1.85615646899e-18,1.0,1.0,7.12457640674e-218,1.01298553112e-213,1.0,1.0,0.99999999996,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,4.51621703075e-71,1.0,3.65578375016e-35,5.28980528709e-103,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,5.57305425961e-158,1.0,7.12457640674e-218,1.74837477182e-93,7.12457640674e-218,1.0,1.0,7.69774501043e-62,2.34337195238e-217,7.12457640674e-218,1.0,1.0,39
