@relation weka.kuku

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute class {2,5,6,7,8,12,16,35,39}

@data
1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.30007229163e-198,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.91560130811e-118,2.93809523436e-93,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,4.07812403746e-61,1.0,1.0,1.0,7.12457640674e-218,1.0,3.17764123035e-100,7.12457640674e-218,7.12457640674e-218,8
1.0,8.62341349881e-210,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,4.32803752995e-106,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.77254609904e-141,7.12457640674e-218,2.87723508905e-91,8
1.0,3.57669885554e-158,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.52822659868e-165,6.27325129876e-191,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.22349871076e-95,8
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.16822334099e-32,1.0,1.0,1.0,7.12457640674e-218,9.32668563201e-190,7.12457640674e-218,7.12457640674e-218,1.8331124423e-104,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,6.92624576223e-165,2.68361894744e-60,7.12457640674e-218,1.0,1.0,1.0,1.20537806982e-132,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,2.74649776756e-154,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,8
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.55846464834e-151,1.0,7.12457640674e-218,1.49500415822e-41,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.58178870604e-95,7.12457640674e-218,5.74003428042e-66,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.40669588555e-79,7.12457640674e-218,1.0,1.0,1.0,3.38275371248e-104,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,12
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.52458338448e-141,1.0,7.12457640674e-218,7.76857934389e-134,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.08411891894e-132,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.5121502832e-40,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,12
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,2.90100101489e-187,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,2.69512539746e-52,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.48377452049e-40,2.33661139977e-211,1.0,1.0,1.0,1.26661145519e-42,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,12
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,2.75540053095e-81,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.06061606082e-133,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,9.12029367841e-49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,4.10532138352e-24,7.12457640674e-218,7.12457640674e-218,1.0,12
1.0,7.12457640674e-218,7.12457640674e-218,1.0,9.42465715828e-124,7.12457640674e-218,1.86201624479e-193,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,6.79007634625e-45,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.41336397839e-205,1.0,1.0,1.0,7.30181510708e-141,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,16
1.0,7.12457640674e-218,7.12457640674e-218,1.0,3.75446254234e-177,7.12457640674e-218,1.1853063067e-129,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.999999999859,1.0,4.70942503828e-212,1.0,6.42797801863e-212,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,3.28039889571e-171,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,16
1.0,7.12457640674e-218,7.12457640674e-218,1.0,5.39186127286e-150,7.12457640674e-218,5.44451961595e-92,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.20433056091e-66,1.0,1.24371472782e-155,7.30498057755e-11,4.79701013176e-177,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,2.23917360918e-215,1.0,1.0,1.0,1.10047122341e-197,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,16
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.37475307823e-91,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.99049214184e-36,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.09947310271e-20,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,4.31609945393e-102,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,16
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,8.40193479039e-77,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.42853366339e-65,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.36116679248e-51,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.00356822458e-133,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,16
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,6.55530472361e-95,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,6.30943695442e-50,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.59734015946e-45,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,9.57062430631e-111,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,16
1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.89351498457e-66,3.47607697015e-196,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.81913900065e-198,1.0,1.0,1.0,1.28149746615e-187,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,16
1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,2.42280727459e-115,1.09371867043e-190,1.0,4.43265913515e-166,1.0,1.20999444178e-202,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,5.9160807583e-191,1.0,1.0,1.0,1.03957996669e-193,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,16
1.0,7.12457640674e-218,7.12457640674e-218,1.0,5.63986562996e-213,7.12457640674e-218,1.10030406792e-140,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.87655752392e-18,1.01205760181e-176,1.0,7.12457640674e-218,1.0,2.63547595368e-153,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,4.43026377417e-173,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,16
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.69549932e-136,7.12457640674e-218,2.25682424948e-124,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.44435722999e-49,1.84963474296e-162,1.0,7.12457640674e-218,1.0,1.27292601443e-203,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,6.61310633839e-209,1.0,1.0,1.0,2.29360056329e-195,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,35
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,9.7542685572e-199,1.0,7.12457640674e-218,1.0,2.68808373065e-103,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.13640361978e-77,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,3.84925161394e-153,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,4.57039241232e-64,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,35
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.96522237199e-143,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.00756817883e-89,1.0,1.10224992657e-39,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,5.30759679867e-172,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.08822587376e-64,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,35
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,4.55785419076e-192,1.0,7.12457640674e-218,1.0,8.98660093854e-179,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.32010373584e-60,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,9.23018841508e-166,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,3.37432589543e-55,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,35
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,4.35588327705e-173,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,2.04312169428e-66,4.82126093036e-117,1.4677935438e-151,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,2.62150806286e-209,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,35
1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,2.35568177015e-120,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,3.75036657604e-08,5.46379383842e-183,1.45382323547e-215,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,4.034068562e-105,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,35
1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,9.95476440978e-109,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.50720565914e-156,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.15255545461e-205,7.12457640674e-218,1.0,5.0527978497e-169,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,39
1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,5.77442989027e-14,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,9.27646872444e-187,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,4.40568030992e-92,1.83613417422e-150,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,8.74554778102e-116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,39
1.0,1.0371437246e-65,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,9.10603045574e-09,1.0,1.06527448376e-147,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,3.90268491973e-214,9.94602929024e-178,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,4.71718934995e-12,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,2.66757895976e-14,1.0,7.12457640674e-218,1.0,39
