@relation weka.kuku

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute class {2,5,6,7,8,12,16,35,39}

@data
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,9.76029050185e-70,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.09166553493e-71,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.00378834024e-168,1.0,1.0,1.0,1.0,1.88606989858e-44,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,3.43100182919e-72,7.12457640674e-218,0.999999999237,7.12457640674e-218,1.0,1.0,7
7.12457640674e-218,2.77186416771e-30,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.25756070162e-134,1.0,7.12457640674e-218,2.24175574458e-192,5.38548149308e-24,8.13497695445e-214,1.0,1.04379395441e-94,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,2.32814426523e-53,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,2.39133299544e-215,1.0,7.12457640674e-218,1.0,1.0,1.33540711986e-88,1.0,9.70376410184e-11,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.76516987381e-157,1.0,1.0,1.0,1.0,1.00276138322e-155,7.12457640674e-218,9.40414364576e-157,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7
7.12457640674e-218,2.50812880865e-11,7.12457640674e-218,1.0,1.19864301979e-134,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.88362078215e-68,7.12457640674e-218,8.08782451369e-31,1.0,1.0,7.12457640674e-218,7.12457640674e-218,4.21650780619e-85,6.78554559802e-33,1.0,3.02728980472e-108,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.32386378753e-116,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,9.08699165858e-123,3.0037536824e-172,1.0,7.12457640674e-218,1.0,4.52338871796e-25,1.0,1.0,1.0,1.50609867756e-109,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.45757617928e-152,7.12457640674e-218,1.0,1.0,1.0,1.0,2.3183421639e-11,7.12457640674e-218,8.0169704199e-83,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.18243040617e-121,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,8.0630856867e-22,1.0,3.35770082822e-87,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.73775426726e-133,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.999999999741,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,3.81203819048e-54,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,4.62067109308e-176,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.35026664587e-163,7.12457640674e-218,1.0,1.0,7
7.12457640674e-218,1.1421894314e-18,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,9.75005187914e-106,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,4.63320872872e-74,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,8
7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.23192995484e-104,3.94213620829e-203,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,8.21124666683e-09,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,2.76886132145e-167,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,5.88577036451e-112,7.74397572108e-105,7.12457640674e-218,1.0,1.0,1.0,1.78939503706e-206,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,6.65849477315e-208,1.0,1.0,6.15837136969e-152,4.73549238014e-111,1.0,1.0,1.0,1.0,1.0,4.01320993803e-198,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,8
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,2.50797446529e-217,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,8.47120342711e-77,1.0,1.0,1.0,4.71280626957e-52,7.12457640674e-218,1.0,7.12457640674e-218,1.0,5.47253611675e-161,5.94556980265e-82,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,9.36680836883e-71,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.34773435131e-52,1.0,1.0,1.12905360198e-46,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,2.08362998357e-22,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.3988004176e-186,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,8
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,9.33908898947e-101,1.0,1.0,1.0,3.74099784436e-61,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.1054474178e-138,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.15369423716e-09,1.0,1.0,1.0,1.0,3.13430567345e-60,1.0,1.0,1.18543551765e-44,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,2.24446289728e-29,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,2.16981198635e-15,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,8
7.12457640674e-218,9.6454350519e-78,7.12457640674e-218,1.0,7.12457640674e-218,4.86359736083e-69,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,6.0014772548e-16,1.0,1.0,2.3010991056e-62,7.12457640674e-218,2.82644055762e-94,7.12457640674e-218,0.999999768636,4.73266595856e-166,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,8.83288473186e-107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,3.99460570845e-120,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,4.22007538748e-32,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,8
7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.33460040749e-213,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,4.85844170235e-20,1.0,1.0,1.0,1.27993057926e-127,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.00030185659e-180,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,2.35359917091e-174,1.0,1.0,1.0,0.999999986079,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,8
7.12457640674e-218,1.0,2.07231108867e-186,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.90340633793e-60,1.0,3.05829438943e-73,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,2.89040256264e-152,1.0,1.0,7.24108832822e-193,1.0,7.12457640674e-218,1.0,4.01466991129e-30,1.0,1.0,1.0,1.0,4.85612586716e-28,3.08454914156e-09,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.86916416878e-203,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,12
7.12457640674e-218,1.0,4.00006451394e-192,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,5.43894850667e-53,1.0,8.82931322627e-61,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,8.70238863189e-197,1.0,1.0,1.82663393333e-174,1.0,7.12457640674e-218,1.0,5.86872839783e-32,1.0,1.0,1.0,1.0,5.87810280011e-32,9.02160122356e-71,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,12
7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.08938543621e-212,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.76893846007e-88,7.12457640674e-218,7.29715057882e-193,7.12457640674e-218,1.0,1.28011705066e-215,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2065061983e-204,1.0,7.12457640674e-218,3.48245558667e-164,1.0,1.0,5.03551249452e-197,1.63418104134e-123,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.40397281219e-110,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,16
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.45684401052e-153,7.12457640674e-218,3.46179024382e-61,1.0,1.0,2.98682889327e-50,7.12457640674e-218,1.0,7.12457640674e-218,1.0,6.95136881835e-194,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.07581332452e-195,1.0,1.0,7.12457640674e-218,1.82027583137e-195,4.4474440815e-139,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.20588796965e-131,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,16
